unique location,lat,long,geometry,nearest_weather_station
Tampines Street 11 ,1.3455541000000002,103.94693609999999,POINT (103.9469361 1.3455541),Changi
Tai Keng Gdns,1.3472031999999998,103.8849541,POINT (103.8849541 1.3472032),Ang Mo Kio
Farrer Dr ,1.3147723999999998,103.8065877,POINT (103.8065877 1.3147724),Ang Mo Kio
Seletar Nth Lk,1.4244523,103.88437809999999,POINT (103.8843781 1.4244523),Khatib
S'goon Gdn Dr,1.365551,103.86640899999999,POINT (103.866409 1.365551),Ang Mo Kio
Siglap Hill ,1.3201952,103.91806290000001,POINT (103.9180629 1.3201952),Marina Barrage
Jln Ampas,1.326441,103.85159420000001,POINT (103.8515942 1.326441),Ang Mo Kio
Jln Tarum ,1.3738957,103.8315861,POINT (103.8315861 1.3738957),Ang Mo Kio
Ang Mo KioAve 4 ,1.3763427,103.8394465,POINT (103.8394465 1.3763427),Ang Mo Kio
Jurong West St 75 ,1.3480635,103.69989009999999,POINT (103.6998901 1.3480635),Tuas South
Lor 31 Geylang ,1.3149521,103.8869017,POINT (103.8869017 1.3149521),Marina Barrage
"Lor 5, 6 RealtyPk",1.3336887,103.8531666,POINT (103.8531666 1.3336887),Ang Mo Kio
"Senoko Cres, Dr,Rd",1.4625659,103.80631070000001,POINT (103.8063107 1.4625659),Khatib
Everitt Rd Nth ,1.3151505,103.90168359999998,POINT (103.9016836 1.3151505),Marina Barrage
Pasir Ris Gr ,1.3710579999999999,103.9452663,POINT (103.9452663 1.371058),Changi
Verde Place,1.3918652,103.7520753,POINT (103.7520753 1.3918652),Khatib
Woodlands Ave 6,1.4387944,103.80302990000001,POINT (103.8030299 1.4387944),Khatib
Sirat Rd,1.3576851,103.8762291,POINT (103.8762291 1.3576851),Ang Mo Kio
Jln Redop,1.3854123,103.8706659,POINT (103.8706659 1.3854123),Ang Mo Kio
Chu Yen St,1.3584215,103.7587918,POINT (103.7587918 1.3584215),Ang Mo Kio
Jln Joran,1.3853739,103.86939140000001,POINT (103.8693914 1.3853739),Ang Mo Kio
Woodlands Ave 1 ,1.4314714,103.7851183,POINT (103.7851183 1.4314714),Khatib
Sungei Kadut St 1,1.4184183000000001,103.7509816,POINT (103.7509816 1.4184183),Khatib
 Jurong Lake Lk ,1.3418478999999999,103.7281926,POINT (103.7281926 1.3418479),Tuas South
"Eng Kong Cres, Gdn, Ter",1.3354921999999998,103.7690988,POINT (103.7690988 1.3354922),Ang Mo Kio
Usaha ,1.3454324,103.883258,POINT (103.883258 1.3454324),Ang Mo Kio
Sunbird Circle,1.3391852,103.95769920000001,POINT (103.9576992 1.3391852),Changi
Parbury Ave,1.3176655000000002,103.94294959999999,POINT (103.9429496 1.3176655),Changi
"Ubi Ave 1,Cres, Rd 1",1.3269703000000002,103.9014436,POINT (103.9014436 1.3269703),Marina Barrage
Ang Mo Kio Ctrl 3 ,1.3752115,103.84712990000001,POINT (103.8471299 1.3752115),Ang Mo Kio
Eunos Cres ,1.3215095,103.90373570000001,POINT (103.9037357 1.3215095),Marina Barrage
Kg Ampat ,1.3344742,103.8830791,POINT (103.8830791 1.3344742),Ang Mo Kio
Jelapang Rd ,1.3858976,103.76728890000001,POINT (103.7672889 1.3858976),Khatib
How Sun Close Quemoy Rd ,1.3443307,103.88109109999999,POINT (103.8810911 1.3443307),Ang Mo Kio
Bishan St 15,1.3519257,103.8510558,POINT (103.8510558 1.3519257),Ang Mo Kio
Bt Batok West Ave 2 ,1.3578222,103.7472428,POINT (103.7472428 1.3578222),Ang Mo Kio
Jln Terang Bulan,1.3222868,103.9244546,POINT (103.9244546 1.3222868),Changi
"Mei Hwan Dr, Rd",1.3538357,103.8604674,POINT (103.8604674 1.3538357),Ang Mo Kio
Simei St 1 ,1.3455308000000001,103.95437629999999,POINT (103.9543763 1.3455308),Changi
Macpherson Rd ,1.3312078,103.8789855,POINT (103.8789855 1.3312078),Ang Mo Kio
Mt Faber Rd ,1.2712241000000002,103.81971,POINT (103.81971 1.2712241),Marina Barrage
"Lor 20, 22 Geylang",1.3120355,103.8812723,POINT (103.8812723 1.3120355),Marina Barrage
Bedok Nth St 5,1.3361370000000001,103.946789,POINT (103.946789 1.336137),Changi
Lor Biawak ,1.3477502000000001,103.8701778,POINT (103.8701778 1.3477502),Ang Mo Kio
Jln Baiduri,1.3115093,103.912685,POINT (103.912685 1.3115093),Marina Barrage
Jln Rajawali ,1.3435129,103.7684682,POINT (103.7684682 1.3435129),Ang Mo Kio
"Duku Ln, Pl ",1.3098493999999998,103.90689909999999,POINT (103.9068991 1.3098494),Marina Barrage
"Eastwood Dr, Green, Pl, Rd, Ter, Walk, Way ",1.3233243000000001,103.9557363,POINT (103.9557363 1.3233243),Changi
Woodlands St 32 ,1.4309577,103.7801525,POINT (103.7801525 1.4309577),Khatib
McNair Rd ,1.3200278,103.85853309999999,POINT (103.8585331 1.3200278),Ang Mo Kio
Circuit Lk ,1.3260598999999997,103.88934549999999,POINT (103.8893455 1.3260599),Ang Mo Kio
S'goon Gdns Dr ,1.365551,103.86640899999999,POINT (103.866409 1.365551),Ang Mo Kio
Yishun Ave 9 ,1.4339149,103.841806,POINT (103.841806 1.4339149),Khatib
Woodlands Dr 42 ,1.4369726,103.7969314,POINT (103.7969314 1.4369726),Khatib
Jln Awang ,1.3237484,103.9058694,POINT (103.9058694 1.3237484),Marina Barrage
Jurong West St 41 ,1.3482954,103.7232588,POINT (103.7232588 1.3482954),Tuas South
Bt Batok Ctrl Lk ,1.3500334999999999,103.7491716,POINT (103.7491716 1.3500335),Ang Mo Kio
Eden Gr ,1.3448653999999998,103.87175140000001,POINT (103.8717514 1.3448654),Ang Mo Kio
Punggol Walk,1.4052938,103.9005026,POINT (103.9005026 1.4052938),Khatib
Sommerville Walk ,1.3444279,103.8699947,POINT (103.8699947 1.3444279),Ang Mo Kio
Whampoa Dr,1.3235847,103.8565156,POINT (103.8565156 1.3235847),Ang Mo Kio
"Westwood Ave, Dr, Walk",1.3511997,103.6990227,POINT (103.6990227 1.3511997),Tuas South
East Coast Ter,1.3109327,103.9226997,POINT (103.9226997 1.3109327),Marina Barrage
Loyang View,1.3635751,103.9666114,POINT (103.9666114 1.3635751),Changi
Jln Arif ,1.3673707,103.8833896,POINT (103.8833896 1.3673707),Ang Mo Kio
Bristol Rd ,1.31293,103.8489227,POINT (103.8489227 1.31293),Ang Mo Kio
Fajar Rd ,1.3841157,103.7701699,POINT (103.7701699 1.3841157),Khatib
Dover Cres ,1.3054241000000002,103.782673,POINT (103.782673 1.3054241),Ang Mo Kio
Siang Kuang Ave,1.3296533000000001,103.8720674,POINT (103.8720674 1.3296533),Ang Mo Kio
Jurong East St 24 ,1.34344,103.74012040000001,POINT (103.7401204 1.34344),Ang Mo Kio
GeylangRd ,1.3134257,103.88376290000001,POINT (103.8837629 1.3134257),Marina Barrage
Jln Lembah Thomson,1.3526332,103.8326536,POINT (103.8326536 1.3526332),Ang Mo Kio
Loyang Besar Cl,1.3780874,103.9583704,POINT (103.9583704 1.3780874),Changi
Choa Chu Kang Loop ,1.3845841,103.7454465,POINT (103.7454465 1.3845841),Khatib
Blair Rd ,1.2764087,103.8364453,POINT (103.8364453 1.2764087),Marina Barrage
JlnTeck Whye ,1.3799998,103.7576493,POINT (103.7576493 1.3799998),Khatib
Jln Pelajau ,1.385876,103.87152579999999,POINT (103.8715258 1.385876),Ang Mo Kio
Tanah Merah Kechil Lk,1.3295629,103.9461517,POINT (103.9461517 1.3295629),Changi
S'goon Ave 1,1.34569,103.87754100000001,POINT (103.877541 1.34569),Ang Mo Kio
Vaughan Rd 3,1.3468243,103.87090069999999,POINT (103.8709007 1.3468243),Ang Mo Kio
Commonwealth Cres ,1.3076629,103.7996916,POINT (103.7996916 1.3076629),Ang Mo Kio
Jurong West Central 1 ,1.3426040000000001,103.70544340000001,POINT (103.7054434 1.342604),Tuas South
GeyLang Rd ,1.3134257,103.88376290000001,POINT (103.8837629 1.3134257),Marina Barrage
Choa Chu Kang Loop,1.3845841,103.7454465,POINT (103.7454465 1.3845841),Khatib
"Bedok Cl, Rise, Ter ",1.326285,103.94964990000001,POINT (103.9496499 1.326285),Changi
Chuan View ,1.3618776000000001,103.8668739,POINT (103.8668739 1.3618776),Ang Mo Kio
Sengkang East Way ,1.3931878999999998,103.89393829999999,POINT (103.8939383 1.3931879),Khatib
Choa Chu Kang Cres ,1.4032103,103.74847340000001,POINT (103.7484734 1.4032103),Khatib
Choa Chu Kang Cres,1.4032103,103.74847340000001,POINT (103.7484734 1.4032103),Khatib
Bukit Batok St 32 ,1.3626863,103.7484007,POINT (103.7484007 1.3626863),Khatib
Tampines Ave 2 ,1.3495895,103.9497808,POINT (103.9497808 1.3495895),Changi
Lor 3 Geylang,1.3150551000000001,103.8730623,POINT (103.8730623 1.3150551),Marina Barrage
Tanah Merah Kechil Lk ,1.3295629,103.9461517,POINT (103.9461517 1.3295629),Changi
Ang Mo Kio Ave 8 ,1.3705114999999999,103.8488158,POINT (103.8488158 1.3705115),Ang Mo Kio
Sgn Central,1.2789226999999999,103.8536113,POINT (103.8536113 1.2789227),Marina Barrage
"Dunman Ln, Rd",1.3088753999999998,103.8953676,POINT (103.8953676 1.3088754),Marina Barrage
Lor 28 Geylang ,1.3121200000000002,103.88559670000001,POINT (103.8855967 1.31212),Marina Barrage
Jln Kakatua ,1.3443276000000002,103.76625250000001,POINT (103.7662525 1.3443276),Ang Mo Kio
Fernvale Cl ,1.3944623,103.879961,POINT (103.879961 1.3944623),Khatib
Joo Chiat Ln,1.3124853,103.9028281,POINT (103.9028281 1.3124853),Marina Barrage
Kallang Bahru,1.3179783,103.86660400000001,POINT (103.866604 1.3179783),Ang Mo Kio
Tanah Merah Kechil Rd,1.328329,103.9437666,POINT (103.9437666 1.328329),Changi
Fernvale Rd,1.3936113,103.87613,POINT (103.87613 1.3936113),Khatib
Ubi Ave 1,1.3262572,103.8980834,POINT (103.8980834 1.3262572),Ang Mo Kio
Jln Langgar Bedok ,1.3257729999999999,103.950017,POINT (103.950017 1.325773),Changi
Bt Teresa Cl ,1.2764908000000001,103.8255179,POINT (103.8255179 1.2764908),Marina Barrage
Chestnut Gdns ,1.3691931,103.7685616,POINT (103.7685616 1.3691931),Khatib
Bedok Nth Ave 1 ,1.3283757,103.9267275,POINT (103.9267275 1.3283757),Changi
Lorong Marican ,1.3221268999999998,103.9083895,POINT (103.9083895 1.3221269),Marina Barrage
Kampong,1.3840551,103.87854420000001,POINT (103.8785442 1.3840551),Ang Mo Kio
Cardiff Gr ,1.3567776000000003,103.8661493,POINT (103.8661493 1.3567776),Ang Mo Kio
Jansen Rd ,1.3598716,103.8769135,POINT (103.8769135 1.3598716),Ang Mo Kio
Woodlands Ave 6 ,1.4387944,103.80302990000001,POINT (103.8030299 1.4387944),Khatib
Towner Rd,1.3200278,103.85853309999999,POINT (103.8585331 1.3200278),Ang Mo Kio
Carmichael Rd,1.3428523,103.86301390000001,POINT (103.8630139 1.3428523),Ang Mo Kio
Cambridge Rd ,1.3149686,103.8485505,POINT (103.8485505 1.3149686),Ang Mo Kio
"Jansen Cl, Rd ",1.3586731,103.87882420000001,POINT (103.8788242 1.3586731),Ang Mo Kio
Alkaff Cres ,1.3363156,103.8722204,POINT (103.8722204 1.3363156),Ang Mo Kio
Pasir Ris Rise,1.3765608999999999,103.9591194,POINT (103.9591194 1.3765609),Changi
Jln Merdu,1.3912636,103.9002441,POINT (103.9002441 1.3912636),Ang Mo Kio
Canberra Dr ,1.4417357,103.82813409999999,POINT (103.8281341 1.4417357),Khatib
Margate Rd,1.2990981000000001,103.88891159999999,POINT (103.8889116 1.2990981),Marina Barrage
Bedok Nth Ave1 ,1.3283757,103.9267275,POINT (103.9267275 1.3283757),Changi
Paya Lebar Way,1.322783,103.8835465,POINT (103.8835465 1.322783),Ang Mo Kio
Tampines Ave 3 ,1.3497301000000002,103.93442519999999,POINT (103.9344252 1.3497301),Changi
Kaki Bukit Ave 3,1.3373461000000002,103.90880849999999,POINT (103.9088085 1.3373461),Ang Mo Kio
"Loyang Rise, View ",1.363566,103.9652551,POINT (103.9652551 1.363566),Changi
 Changi Rd ,1.3182725,103.90858409999998,POINT (103.9085841 1.3182725),Marina Barrage
Figaro Gdns,1.3152268999999999,103.9263222,POINT (103.9263222 1.3152269),Changi
Glasgow Rd,1.3612511,103.8782066,POINT (103.8782066 1.3612511),Ang Mo Kio
Tampines St 84,1.3526996,103.9324682,POINT (103.9324682 1.3526996),Changi
Jln Tenaga,1.3324728000000001,103.90659670000001,POINT (103.9065967 1.3324728),Ang Mo Kio
Jurong St 65 ,1.339965,103.7010383,POINT (103.7010383 1.339965),Tuas South
Punggol Rd ,1.3999093,103.9049842,POINT (103.9049842 1.3999093),Khatib
Lor 16 Geylang ,1.3112478,103.8799103,POINT (103.8799103 1.3112478),Marina Barrage
"Bedok Ave, Gdn, Rd ",1.3217159,103.95273540000001,POINT (103.9527354 1.3217159),Changi
"Lor 104, 105Changi",1.3159148,103.9021693,POINT (103.9021693 1.3159148),Marina Barrage
"Lor 14, 16, 20Geylang",1.3111228000000001,103.87920179999999,POINT (103.8792018 1.3111228),Marina Barrage
Jln Eunos ,1.3241076999999999,103.9054983,POINT (103.9054983 1.3241077),Marina Barrage
Gentle Dr ,1.3206892,103.8412974,POINT (103.8412974 1.3206892),Ang Mo Kio
Woodlands Dr 72,1.4434388,103.8044632,POINT (103.8044632 1.4434388),Khatib
Yishun St 61,1.4205827,103.8377255,POINT (103.8377255 1.4205827),Khatib
Jln Aruan ,1.313115,103.8428128,POINT (103.8428128 1.313115),Ang Mo Kio
S'goon Ave 1 ,1.34569,103.87754100000001,POINT (103.877541 1.34569),Ang Mo Kio
Lewis Rd ,1.3202966999999999,103.82277370000001,POINT (103.8227737 1.3202967),Ang Mo Kio
"Pasir Ris Dr 3, Dr 4, Lk ",1.3750909,103.9534875,POINT (103.9534875 1.3750909),Changi
Bt Panjang Ring Rd ,1.3863791,103.76454659999999,POINT (103.7645466 1.3863791),Khatib
Chuan Hoe Ave ,1.3644628,103.87616390000001,POINT (103.8761639 1.3644628),Ang Mo Kio
Jln Manis ,1.3257381000000001,103.86336990000001,POINT (103.8633699 1.3257381),Ang Mo Kio
Gambas Cres ,1.4432673999999999,103.8165436,POINT (103.8165436 1.4432674),Khatib
Upp Boon Keng Rd  ,1.314381,103.8720873,POINT (103.8720873 1.314381),Marina Barrage
Edgefield Walk ,1.4007868,103.91029329999999,POINT (103.9102933 1.4007868),Khatib
Saujana Rd ,1.382471,103.7668197,POINT (103.7668197 1.382471),Khatib
Whampoa Rd ,1.3260052,103.8563608,POINT (103.8563608 1.3260052),Ang Mo Kio
Kaki Bt Rd 3,1.3366588,103.9041606,POINT (103.9041606 1.3366588),Ang Mo Kio
"Lor 12, 16 Geylang",1.3112602,103.8783433,POINT (103.8783433 1.3112602),Marina Barrage
Woodlands Sq,1.4360643,103.7851323,POINT (103.7851323 1.4360643),Khatib
Jln Jamal ,1.3135408000000002,103.92519490000001,POINT (103.9251949 1.3135408),Marina Barrage
Compassvale St ,1.3951499,103.89806180000001,POINT (103.8980618 1.3951499),Khatib
Choa Chu Kang Ave 1,1.3767075,103.74500309999999,POINT (103.7450031 1.3767075),Khatib
Geylang East Ctrl,1.3189743,103.8867498,POINT (103.8867498 1.3189743),Marina Barrage
Pasir Ris St51 ,1.3682213,103.9495464,POINT (103.9495464 1.3682213),Changi
Lakeside Dr ,1.3426768,103.7200945,POINT (103.7200945 1.3426768),Tuas South
Marine Ter,1.3051032,103.9153271,POINT (103.9153271 1.3051032),Marina Barrage
Wholesale Ctr,1.2862931,103.7774184,POINT (103.7774184 1.2862931),Ang Mo Kio
Kee Choe Ave,1.3314648999999998,103.8731039,POINT (103.8731039 1.3314649),Ang Mo Kio
Ceylon Rd ,1.308566,103.9006498,POINT (103.9006498 1.308566),Marina Barrage
Choa Chu Kang Ave 2,1.3783588,103.7427563,POINT (103.7427563 1.3783588),Khatib
"Bt Purmei Rd Blk 109, 115)",1.2739482,103.8252941,POINT (103.8252941 1.2739482),Marina Barrage
WoodlandsCres ,1.4468524,103.80241459999999,POINT (103.8024146 1.4468524),Khatib
Siglap Rd ,1.313587,103.923105,POINT (103.923105 1.313587),Marina Barrage
JurongWest St 65,1.339965,103.7010383,POINT (103.7010383 1.339965),Tuas South
"Toh Dr, Hts",1.3642011,103.973161,POINT (103.973161 1.3642011),Changi
Cassia Cres ,1.3098219,103.8845413,POINT (103.8845413 1.3098219),Marina Barrage
Compassvale Dr ,1.3878883,103.8969344,POINT (103.8969344 1.3878883),Ang Mo Kio
Belimbang Rd ,1.3238142,103.88617990000002,POINT (103.8861799 1.3238142),Ang Mo Kio
Brighton Cres ,1.3621374,103.87040520000001,POINT (103.8704052 1.3621374),Ang Mo Kio
"Haig Ave, Ln, Rd",1.3079486999999999,103.8993598,POINT (103.8993598 1.3079487),Marina Barrage
Loyang Rise ,1.363566,103.9652551,POINT (103.9652551 1.363566),Changi
"Poh Huat Rd, Ter",1.3665258999999998,103.8822719,POINT (103.8822719 1.3665259),Ang Mo Kio
Hougang Ave 7 ,1.3677419,103.89827559999999,POINT (103.8982756 1.3677419),Ang Mo Kio
Beo Cres ,1.2891612,103.8270425,POINT (103.8270425 1.2891612),Marina Barrage
Defu Ln 9,1.3512164,103.89351440000002,POINT (103.8935144 1.3512164),Ang Mo Kio
Lor Lew Lian ,1.3503431000000001,103.8773085,POINT (103.8773085 1.3503431),Ang Mo Kio
Middle Rd ,1.2985440000000001,103.8538892,POINT (103.8538892 1.298544),Marina Barrage
McNair Rd,1.3200278,103.85853309999999,POINT (103.8585331 1.3200278),Ang Mo Kio
Chia Ping Rd ,1.3288877000000001,103.7190145,POINT (103.7190145 1.3288877),Tuas South
Jln Rahmat ,1.3213771,103.90822990000001,POINT (103.9082299 1.3213771),Marina Barrage
Clementi Ave 1 ,1.3102836000000002,103.76850920000001,POINT (103.7685092 1.3102836),Ang Mo Kio
Buangkok Cres ,1.383764,103.8805921,POINT (103.8805921 1.383764),Ang Mo Kio
Kim Chuan Dr,1.340424,103.891245,POINT (103.891245 1.340424),Ang Mo Kio
Chiap GuanAve ,1.3610156,103.8758142,POINT (103.8758142 1.3610156),Ang Mo Kio
Hougang St 21 ,1.358001,103.88574720000001,POINT (103.8857472 1.358001),Ang Mo Kio
Jln Raya ,1.3284855,103.8831132,POINT (103.8831132 1.3284855),Ang Mo Kio
Ang Mio Kio Ave 10 ,1.366942,103.856596,POINT (103.856596 1.366942),Ang Mo Kio
"Duku Ln, Pl, Rd ",1.3098493999999998,103.90689909999999,POINT (103.9068991 1.3098494),Marina Barrage
Gambir Walk,1.3442235,103.87448520000001,POINT (103.8744852 1.3442235),Ang Mo Kio
Lor 3 Geylang ,1.3150551000000001,103.8730623,POINT (103.8730623 1.3150551),Marina Barrage
Commonwealth Cl ,1.3045838,103.7994061,POINT (103.7994061 1.3045838),Ang Mo Kio
Jln Lekar,1.3803806,103.7226967,POINT (103.7226967 1.3803806),Khatib
Sophia Rd ,1.3020842,103.8473702,POINT (103.8473702 1.3020842),Marina Barrage
Maria Ave ,1.3215313,103.9211889,POINT (103.9211889 1.3215313),Marina Barrage
Bayshore Rd,1.3132123,103.9403992,POINT (103.9403992 1.3132123),Changi
Bt Batok West Ave 9,1.3547991000000001,103.74188790000001,POINT (103.7418879 1.3547991),Ang Mo Kio
Gerald Dr ,1.3843675,103.8774573,POINT (103.8774573 1.3843675),Ang Mo Kio
Jln Selamat ,1.3250068000000002,103.91549029999999,POINT (103.9154903 1.3250068),Marina Barrage
Jln Merlimau,1.3237404,103.8406522,POINT (103.8406522 1.3237404),Ang Mo Kio
Lor 20 Geylang ,1.311358,103.8813418,POINT (103.8813418 1.311358),Marina Barrage
"Eunos Ave 1, 4, 5, 5A, 6, 7, 8A ",1.3222525,103.89694229999999,POINT (103.8969423 1.3222525),Marina Barrage
Lor Sarina,1.3196698,103.9077417,POINT (103.9077417 1.3196698),Marina Barrage
Jln Saudara Ku,1.3107941,103.9207921,POINT (103.9207921 1.3107941),Marina Barrage
Haig Rd ,1.3094682,103.89773790000001,POINT (103.8977379 1.3094682),Marina Barrage
"Daisy Ave, Rd ",1.3448136999999998,103.8668251,POINT (103.8668251 1.3448137),Ang Mo Kio
Jln Sinar Bulan ,1.3624921,103.9718343,POINT (103.9718343 1.3624921),Changi
"Faber Ave, Green",1.3175707,103.7584373,POINT (103.7584373 1.3175707),Ang Mo Kio
Telok Blangah Hts ,1.2766698,103.8114559,POINT (103.8114559 1.2766698),Marina Barrage
"Bedok Ln, Rd",1.3288153,103.9479887,POINT (103.9479887 1.3288153),Changi
Eunos Ave 5B ,1.3213633999999999,103.8972683,POINT (103.8972683 1.3213634),Marina Barrage
Tampines St 81 ,1.3483827,103.933707,POINT (103.933707 1.3483827),Changi
Everitt Rd ,1.3123225,103.9029585,POINT (103.9029585 1.3123225),Marina Barrage
Aida St ,1.3186847,103.9279885,POINT (103.9279885 1.3186847),Changi
Chai Chee St ,1.328435,103.9226395,POINT (103.9226395 1.328435),Changi
Somme Rd ,1.311234,103.8583515,POINT (103.8583515 1.311234),Marina Barrage
Lakepoint Dr ,1.3407539,103.71765140000001,POINT (103.7176514 1.3407539),Tuas South
Corporation Rise ,1.3395758999999998,103.71741490000001,POINT (103.7174149 1.3395759),Tuas South
Lor 25 Geylang,1.3144854,103.8824746,POINT (103.8824746 1.3144854),Marina Barrage
Brighton Ave,1.3609691000000002,103.8726472,POINT (103.8726472 1.3609691),Ang Mo Kio
Pipit Rd ,1.3238142,103.88617990000002,POINT (103.8861799 1.3238142),Ang Mo Kio
Keat Hong Lk ,1.3759348999999998,103.743237,POINT (103.743237 1.3759349),Khatib
Tai Hwan Gr,1.3557860000000002,103.8594344,POINT (103.8594344 1.355786),Ang Mo Kio
S'goon Central ,1.349128,103.8734316,POINT (103.8734316 1.349128),Ang Mo Kio
Anthony Rd ,1.3105607,103.8378691,POINT (103.8378691 1.3105607),Ang Mo Kio
Everton Rd,1.2756464,103.8386912,POINT (103.8386912 1.2756464),Marina Barrage
Edgefield Plains ,1.4005857,103.9088722,POINT (103.9088722 1.4005857),Khatib
"223B, 223C,Compassvale Dr",1.3870118999999999,103.89964590000001,POINT (103.8996459 1.3870119),Ang Mo Kio
Kranji Way,1.4386053,103.7422027,POINT (103.7422027 1.4386053),Khatib
Hougang Ave 10 ,1.3730673,103.8918396,POINT (103.8918396 1.3730673),Ang Mo Kio
Sector C Sin Ming Ind Est ,1.3583677,103.83809609999999,POINT (103.8380961 1.3583677),Ang Mo Kio
Peakville Ave,1.3326308,103.9450872,POINT (103.9450872 1.3326308),Changi
 Pasir Ris St 21 ,1.3682576000000002,103.96218640000001,POINT (103.9621864 1.3682576),Changi
Vernon Pk ,1.338838,103.87638840000001,POINT (103.8763884 1.338838),Ang Mo Kio
Boon Lay Dr,1.3437874,103.7127992,POINT (103.7127992 1.3437874),Tuas South
Bayshore Rd ,1.3132123,103.9403992,POINT (103.9403992 1.3132123),Changi
Merryn Ter ,1.325204,103.826459,POINT (103.826459 1.325204),Ang Mo Kio
Harlyn Rd ,1.3244305,103.8231535,POINT (103.8231535 1.3244305),Ang Mo Kio
CompassvaleWalk ,1.3894636999999999,103.8985067,POINT (103.8985067 1.3894637),Ang Mo Kio
"Aroozoo Ave, Ln",1.3553669,103.8853119,POINT (103.8853119 1.3553669),Ang Mo Kio
Jln Hajjah ,1.3134769,103.9356559,POINT (103.9356559 1.3134769),Changi
Hume Ave ,1.3570639,103.7673642,POINT (103.7673642 1.3570639),Ang Mo Kio
Hooper Rd,1.3115677,103.84355749999999,POINT (103.8435575 1.3115677),Ang Mo Kio
Compassvale walk ,1.3894636999999999,103.8985067,POINT (103.8985067 1.3894637),Ang Mo Kio
Laguna Golf Green,1.3257132,103.963143,POINT (103.963143 1.3257132),Changi
Henderson Rd,1.2804083,103.8176,POINT (103.8176 1.2804083),Marina Barrage
Waringin Walk,1.3216725,103.9186942,POINT (103.9186942 1.3216725),Marina Barrage
Farleigh Ave ,1.3653879999999998,103.8640639,POINT (103.8640639 1.365388),Ang Mo Kio
Ghim Moh Lk ,1.3117378,103.7874454,POINT (103.7874454 1.3117378),Ang Mo Kio
St George's Rd ,1.3231351999999998,103.862383,POINT (103.862383 1.3231352),Ang Mo Kio
Tampines St 12 ,1.3499048,103.9450892,POINT (103.9450892 1.3499048),Changi
Eng Kong Pl,1.3340868000000001,103.76760949999999,POINT (103.7676095 1.3340868),Ang Mo Kio
Cornwall GdnsFarrer Rd ,1.3162359,103.8009036,POINT (103.8009036 1.3162359),Ang Mo Kio
"Kim Chuan Ln, Ter",1.338753,103.8906,POINT (103.8906 1.338753),Ang Mo Kio
Telok BlangahRise ,1.2726409,103.821383,POINT (103.821383 1.2726409),Marina Barrage
Cheow Keng Rd ,1.3073396000000002,103.90584670000001,POINT (103.9058467 1.3073396),Marina Barrage
College Ave East ,1.3065691000000001,103.77385550000001,POINT (103.7738555 1.3065691),Ang Mo Kio
Lor 19 Geylang ,1.3141101,103.8791277,POINT (103.8791277 1.3141101),Marina Barrage
"East Coast Ave, Rd, Ter",1.3099359,103.9236144,POINT (103.9236144 1.3099359),Marina Barrage
Tampines St 44,1.3601158000000002,103.953885,POINT (103.953885 1.3601158),Changi
Jln Batalong East ,1.3621683999999998,103.9681817,POINT (103.9681817 1.3621684),Changi
"Westwood Ave, Cres, Walk",1.3511997,103.6990227,POINT (103.6990227 1.3511997),Tuas South
Bedok Nth St 1 ,1.3272295,103.93082120000001,POINT (103.9308212 1.3272295),Changi
Boon Teck Rd,1.3269162,103.8500812,POINT (103.8500812 1.3269162),Ang Mo Kio
Somapah Rd ,1.3395866,103.96297890000001,POINT (103.9629789 1.3395866),Changi
 Hougang Ave 3 ,1.3524666,103.89082040000001,POINT (103.8908204 1.3524666),Ang Mo Kio
Jln Hikayat,1.4381043,103.82739609999999,POINT (103.8273961 1.4381043),Khatib
"Brighton Ave, Cres ",1.3609691000000002,103.8726472,POINT (103.8726472 1.3609691),Ang Mo Kio
"Lor 4, 6, 7Realty Park",1.3393676,103.8507177,POINT (103.8507177 1.3393676),Ang Mo Kio
Faber Ave ,1.3175707,103.7584373,POINT (103.7584373 1.3175707),Ang Mo Kio
Sing Joo Walk,1.3152284,103.8553178,POINT (103.8553178 1.3152284),Ang Mo Kio
Lor 8 Toa Payoh,1.3397838,103.8564707,POINT (103.8564707 1.3397838),Ang Mo Kio
Bt Batok WestAve 2 ,1.3578222,103.7472428,POINT (103.7472428 1.3578222),Ang Mo Kio
"Eastwood Dr, Green, Pl, Rd, Ter Walk, Way",1.3233243000000001,103.9557363,POINT (103.9557363 1.3233243),Changi
Tampines St 72 ,1.3593543,103.93467,POINT (103.93467 1.3593543),Changi
Jln Sendudok ,1.4440746000000002,103.82511099999999,POINT (103.825111 1.4440746),Khatib
Tampines Ctrl 1 ,1.3545669,103.9452518,POINT (103.9452518 1.3545669),Changi
Lor 12 Geylang ,1.3111065,103.87836329999999,POINT (103.8783633 1.3111065),Marina Barrage
Jln Rumah Tinggi ,1.287859,103.8094538,POINT (103.8094538 1.287859),Marina Barrage
South Buona Vista Rd,1.2859844999999999,103.7857387,POINT (103.7857387 1.2859845),Ang Mo Kio
Jln Cherpen ,1.4370103,103.8275057,POINT (103.8275057 1.4370103),Khatib
Colchester Grove ,1.3579888,103.8673666,POINT (103.8673666 1.3579888),Ang Mo Kio
Toh Guan Rd East,1.3368715,103.7521614,POINT (103.7521614 1.3368715),Ang Mo Kio
Jln Hitam Manis,1.3090926,103.79770909999999,POINT (103.7977091 1.3090926),Ang Mo Kio
